General_2016-11-08,Runoff_2016-05-24,Primary_2016-03-01,Runoff_2015-12-12,General_2014-11-04,Runoff_2014-08-05,Runoff_2014-05-27,Primary_2014-03-04,Runoff_2013-12-14,Runoff_2013-03-02,General_2012-11-06,Runoff_2012-07-31,Primary_2012-05-29,Runoff_2011-12-10,General_2010-11-02,Primary_2010-03-02,Residence_Families_HHCount,Residence_HHGender_Description,Residence_HHParties_Description,Voters_Gender,Voters_Age,EthnicGroups_EthnicGroup1Desc,Religions_Description,MaritalStatus_Description,EstimatedIncome,Education,ReligiousContributorInHome,PoliticalContributerInHome,DonatesEnvironmentCauseInHome,DonatesToCharityInHome,Donates to Local Community,State_Senate_District,Local_Municipal_Sum,Times_Voted,Parties_Description,GetOut,preference
Y,N,Y,Y,Y,N,Y,N,N,N,Y,N,Y,N,Y,Y,2,Mixed Gender Household,Republican,F,71,European,Protestant,Unknown,"100,00 - 150,000",Bachelors,0,1,Unknown,Yes,Unknown,s15,0,9,Republican,Y,N
Y,N,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,Y,Y,1,Male Only Household,Republican,M,66,European,Protestant,Unknown,"50,000 - 100,000",Bachelors,0,1,Unknown,Yes,Yes,s15,0,11,Republican,N,Y
Y,N,Y,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,1,Female Only Household,Republican,F,57,European,Unknown,Unknown,"100,00 - 150,000",Unknown,0,0,Unknown,Unknown,Unknown,s15,0,5,Republican,N,N
Y,N,Y,Y,Y,N,N,Y,N,N,Y,N,Y,N,Y,N,1,Female Only Household,Republican,F,65,European,Protestant,Unknown,"100,00 - 150,000",Bachelors,0,0,Unknown,Unknown,Unknown,s15,0,8,Republican,N,Y
Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,N,N,N,Y,Y,2,Female Only Household,Democratic,F,62,European,Protestant,Unknown,"100,00 - 150,000",Graduate,0,1,Unknown,Yes,Unknown,s15,0,10,Democratic,N,N
Y,N,Y,Y,Y,N,N,Y,N,N,Y,N,N,N,Y,N,2,Male Only Household,Democratic,M,64,European,Catholic,Unknown,"100,00 - 150,000",Bachelors,0,0,Unknown,Unknown,Unknown,s15,0,7,Democratic,N,N
Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,1,Male Only Household,Republican,M,37,European,Protestant,Unknown,"50,000 - 100,000",Graduate,0,0,Unknown,Unknown,Unknown,s15,0,13,Republican,Y,Y
Y,N,Y,N,N,N,N,N,N,N,Y,N,N,N,Y,N,2,Male Only Household,Democratic,M,54,European,Protestant,Unknown,"150,000 - 200,000",Graduate,0,0,Unknown,Unknown,Unknown,s15,0,4,Democratic,N,N
Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,1,Female Only Household,Democratic,F,34,,Unknown,Unknown,"100,00 - 150,000",Unknown,0,0,Unknown,Unknown,Unknown,s15,0,2,Democratic,N,N
Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2,Mixed Gender Household,Democratic,M,33,Other,Unknown,Married,"<50,000",Bachelors,0,0,Unknown,Unknown,Unknown,s15,0,1,Democratic,N,N
Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,1,Female Only Household,Republican,F,64,European,Protestant,Unknown,"50,000 - 100,000",Bachelors,0,0,Unknown,Unknown,Unknown,s15,0,13,Republican,N,Y
Y,N,Y,N,Y,N,N,N,N,N,N,N,N,N,Y,N,2,Male Only Household,Democratic,M,55,,Jewish,Unknown,"100,00 - 150,000",Graduate,1,1,Unknown,Yes,Unknown,s15,0,4,Democratic,N,N
Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,1,Female Only Household,Democratic,F,81,European,Jewish,Unknown,"150,000 - 200,000",Graduate,0,2+,Unknown,Yes,Yes,s15,0,13,Democratic,N,N
Y,N,Y,N,Y,N,N,N,N,N,Y,N,N,N,N,N,1,Female Only Household,Democratic,F,58,Hispanic and Portuguese,Catholic,Unknown,"100,00 - 150,000",Unknown,0,1,Unknown,Yes,Unknown,s15,0,4,Democratic,N,N
Y,N,N,N,Y,N,N,N,N,N,Y,N,N,N,Y,N,1,Female Only Household,Independent,F,59,European,Protestant,Unknown,"50,000 - 100,000",Bachelors,0,1,Unknown,Yes,Unknown,s15,0,4,Non-Partisan,N,Y
Y,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,1,Female Only Household,Republican,F,40,Likely African-American,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,s15,0,4,Republican,N,N
Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,2,Mixed Gender Household,Democratic,F,45,Hispanic and Portuguese,Unknown,Unknown,"<50,000",Bachelors,0,0,Unknown,Unknown,Unknown,s15,0,2,Democratic,Y,Y
Y,N,Y,Y,Y,N,N,N,N,N,Y,N,N,N,Y,N,1,Male Only Household,Democratic,M,70,European,Protestant,Unknown,"<50,000",Graduate,0,1,Unknown,Yes,Unknown,s15,0,6,Democratic,N,Y
Y,N,Y,Y,Y,N,Y,Y,N,N,N,Y,Y,N,Y,N,1,Male Only Household,Republican,M,75,European,Protestant,Unknown,"50,000 - 100,000",Bachelors,0,1,Unknown,Yes,Unknown,s15,0,9,Republican,N,Y
Y,N,Y,Y,Y,N,N,Y,N,N,Y,N,N,N,Y,Y,1,Female Only Household,Democratic,F,35,European,Unknown,Unknown,"50,000 - 100,000",Graduate,0,0,Unknown,Unknown,Unknown,s15,1,9,Democratic,Y,Y
Y,N,N,Y,Y,N,N,N,N,N,Y,Y,N,N,Y,N,2,Mixed Gender Household,Republican,M,56,European,Unknown,Non-Traditional,"150,000 - 200,000",Unknown,0,0,Unknown,Unknown,Unknown,s15,0,6,Republican,N,Y
Y,N,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,Y,1,Male Only Household,Democratic,M,65,,Unknown,Unknown,"50,000 - 100,000",Bachelors,0,1,Unknown,Yes,Unknown,s6,0,12,Democratic,N,N
Y,N,Y,N,Y,N,N,N,N,N,Y,N,N,N,Y,N,1,Female Only Household,Democratic,F,61,Hispanic and Portuguese,Unknown,Unknown,"100,00 - 150,000",Less_HighSchool,0,0,Unknown,Unknown,Unknown,s6,0,5,Democratic,Y,Y
Y,N,N,N,N,N,N,Y,N,Y,Y,Y,Y,N,Y,Y,4+,Mixed Gender Household,Democratic & Republican,F,63,European,Unknown,Married,"<50,000",Unknown,0,0,Unknown,Unknown,Unknown,s6,0,8,Republican,Y,Y
Y,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,3,Mixed Gender Household,Democratic & Republican,M,52,East and South Asian,Other,Non-Traditional,"100,00 - 150,000",HighSchool,0,0,Unknown,Unknown,Yes,s15,0,3,Republican,N,N
Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,2,Mixed Gender Household,Democratic,F,42,European,Protestant,Non-Traditional,"50,000 - 100,000",Graduate,0,0,Unknown,Unknown,Unknown,s15,0,2,Democratic,N,N
Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,1,Female Only Household,Republican,F,35,European,Unknown,Unknown,"50,000 - 100,000",Bachelors,0,0,Unknown,Unknown,Unknown,s15,0,3,Republican,N,Y
Y,N,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,2,Mixed Gender Household,Republican,M,82,European,Protestant,Unknown,"100,00 - 150,000",Unknown,1,1,Unknown,Yes,Yes,s15,0,12,Republican,N,N
Y,N,Y,N,Y,N,N,Y,N,N,Y,N,Y,Y,Y,Y,2,Mixed Gender Household,Democratic,F,75,European,Protestant,Unknown,">200,000",Bachelors,0,1,Unknown,Yes,Unknown,s15,0,9,Democratic,Y,N
Y,N,Y,Y,Y,N,N,N,N,N,Y,N,N,N,Y,N,2,Mixed Gender Household,Democratic,M,57,,Unknown,Married,"100,00 - 150,000",Unknown,0,0,Unknown,Unknown,Unknown,s15,0,6,Democratic,N,N
Y,N,Y,N,Y,N,N,N,N,N,Y,N,N,N,Y,N,2,Mixed Gender Household,Democratic,F,31,Other,Unknown,Married,"100,00 - 150,000",Some_College,0,0,Unknown,Unknown,Unknown,s15,0,5,Democratic,N,N
Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,1,Male Only Household,Democratic,M,59,European,Protestant,Unknown,"150,000 - 200,000",Unknown,0,0,Unknown,Unknown,Unknown,s15,0,13,Democratic,N,N
Y,N,Y,N,Y,N,N,N,N,N,Y,N,N,N,N,N,2,Mixed Gender Household,Republican,F,52,European,Unknown,Non-Traditional,"<50,000",Some_College,0,0,Unknown,Unknown,Unknown,s15,0,4,Republican,N,Y
Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,2,Mixed Gender Household,Republican,M,72,European,Protestant,Married,"100,00 - 150,000",Graduate,0,0,Unknown,Yes,Yes,s15,0,13,Republican,N,Y
Y,N,Y,Y,Y,N,Y,N,N,N,N,Y,N,N,N,N,1,Female Only Household,Republican,F,69,European,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,s15,0,6,Republican,N,N
Y,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,2,Mixed Gender Household,Democratic,F,68,European,Unknown,Non-Traditional,"<50,000",Graduate,0,0,Unknown,Unknown,Unknown,s15,0,3,Democratic,N,N
Y,N,Y,Y,Y,N,N,N,N,N,Y,Y,Y,Y,Y,N,2,Mixed Gender Household,Republican,M,55,European,Unknown,Married,"100,00 - 150,000",Bachelors,1,0,Unknown,Unknown,Unknown,s15,0,9,Republican,N,Y
Y,N,Y,Y,Y,N,N,Y,N,N,Y,N,Y,N,Y,N,1,Male Only Household,Democratic,M,66,Likely African-American,Unknown,Unknown,"150,000 - 200,000",Unknown,0,0,Unknown,Unknown,Unknown,s15,0,8,Democratic,Y,Y
Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,2,Mixed Gender Household,Republican,M,64,Other,Other,Unknown,"150,000 - 200,000",Graduate,0,1,Unknown,Yes,Yes,s15,0,2,Republican,N,N
Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,1,Female Only Household,Democratic,F,37,European,Unknown,Unknown,"50,000 - 100,000",Unknown,0,0,Unknown,Unknown,Yes,s15,0,2,Democratic,N,N
Y,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,Y,Y,1,Male Only Household,Democratic,M,68,European,Unknown,Unknown,"100,00 - 150,000",Unknown,0,0,Unknown,Unknown,Unknown,s15,0,6,Democratic,N,N
Y,N,Y,Y,Y,N,N,N,N,N,Y,N,N,N,Y,Y,1,Female Only Household,Democratic,F,50,European,Catholic,Unknown,"100,00 - 150,000",Unknown,0,0,Unknown,Unknown,Unknown,s15,0,7,Democratic,N,Y
Y,N,Y,Y,Y,N,N,N,N,N,Y,N,Y,N,Y,N,2,Mixed Gender Household,Democratic,F,41,,Unknown,Non-Traditional,"50,000 - 100,000",Some_College,0,0,Unknown,Unknown,Unknown,s15,0,7,Democratic,N,Y
Y,N,Y,Y,Y,N,N,N,N,N,Y,N,Y,N,Y,Y,3,Mixed Gender Household,Democratic,F,65,European,Protestant,Non-Traditional,"150,000 - 200,000",Unknown,0,0,Unknown,Unknown,Unknown,s15,0,8,Democratic,N,Y
Y,N,N,Y,Y,N,N,N,N,N,Y,Y,N,N,Y,Y,4+,Mixed Gender Household,Democratic,M,54,Likely African-American,Unknown,Married,"<50,000",HighSchool,0,0,Unknown,Unknown,Unknown,s13,0,7,Democratic,Y,Y
Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,N,N,Y,Y,Y,1,Male Only Household,Democratic,M,76,European,Protestant,Unknown,"50,000 - 100,000",Some_College,0,0,Unknown,Yes,Unknown,s15,0,11,Democratic,N,Y
Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,1,Male Only Household,Republican,M,80,European,Protestant,Unknown,"<50,000",HighSchool,1,2+,Unknown,Yes,Yes,s15,0,13,Republican,N,N
Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,1,Male Only Household,Independent,M,47,European,Unknown,Unknown,"<50,000",Unknown,0,0,Unknown,Unknown,Unknown,s15,0,2,Non-Partisan,N,N
Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,Y,4+,Mixed Gender Household,Democratic & Republican,M,58,European,Protestant,Unknown,"50,000 - 100,000",Some_College,0,1,Unknown,Yes,Unknown,s6,0,4,Democratic,N,N
Y,N,Y,Y,Y,N,Y,Y,N,Y,Y,N,N,N,Y,N,1,Male Only Household,Democratic,M,58,European,Protestant,Unknown,"100,00 - 150,000",Bachelors,0,1,Unknown,Yes,Unknown,s6,0,9,Democratic,N,N
Y,N,Y,Y,Y,N,N,N,N,N,Y,N,N,N,Y,N,3,Mixed Gender Household,Democratic & Republican,F,51,Hispanic and Portuguese,Unknown,Married,"150,000 - 200,000",Graduate,0,0,Unknown,Unknown,Unknown,s6,0,6,Republican,Y,Y
Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,1,Female Only Household,Democratic,F,20,Hispanic and Portuguese,Unknown,Unknown,"<50,000",Unknown,0,0,Unknown,Unknown,Unknown,s6,0,1,Democratic,N,N
Y,N,Y,N,Y,N,N,Y,N,N,Y,N,N,N,N,N,1,Male Only Household,Democratic,M,72,European,Unknown,Unknown,"<50,000",Less_HighSchool,0,0,Unknown,Unknown,Unknown,s13,0,5,Democratic,N,N
Y,N,N,Y,N,N,N,N,N,N,Y,N,N,N,Y,N,1,Female Only Household,Democratic,F,56,Likely African-American,Unknown,Unknown,"<50,000",Unknown,0,0,Unknown,Unknown,Unknown,s13,0,4,Democratic,Y,N
Y,N,Y,N,Y,N,N,N,N,N,Y,N,N,N,N,N,1,Male Only Household,Republican,M,59,Hispanic and Portuguese,Unknown,Unknown,"<50,000",Less_HighSchool,0,0,Unknown,Unknown,Unknown,s13,0,4,Republican,N,N
Y,N,Y,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,2,Mixed Gender Household,Democratic,M,36,European,Protestant,Married,"50,000 - 100,000",HighSchool,0,1,Unknown,Yes,Yes,s13,0,5,Democratic,Y,Y
Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,1,Male Only Household,Democratic,M,36,Hispanic and Portuguese,Catholic,Unknown,"150,000 - 200,000",Graduate,0,0,Unknown,Unknown,Unknown,s15,0,2,Democratic,N,N
Y,N,Y,Y,Y,N,Y,Y,N,N,Y,N,N,Y,Y,N,2,Mixed Gender Household,Democratic & Republican,M,57,European,Protestant,Married,"150,000 - 200,000",HighSchool,0,0,Unknown,Unknown,Unknown,s15,0,9,Republican,Y,Y
Y,N,Y,Y,Y,N,N,Y,N,N,Y,N,N,N,Y,N,2,Male Only Household,Democratic,M,55,Hispanic and Portuguese,Catholic,Unknown,"100,00 - 150,000",Graduate,0,1,Unknown,Yes,Unknown,s15,0,7,Democratic,N,Y
Y,N,Y,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,2,Mixed Gender Household,Democratic,F,65,Other,Unknown,Married,"50,000 - 100,000",Bachelors,0,0,Unknown,Unknown,Unknown,s15,0,5,Democratic,Y,N
Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,2,Mixed Gender Household,Democratic,M,39,European,Protestant,Married,">200,000",Graduate,0,0,Unknown,Unknown,Unknown,s15,0,2,Democratic,Y,Y
Y,N,Y,Y,Y,N,Y,N,N,N,Y,Y,N,N,Y,N,2,Mixed Gender Household,Democratic,F,66,European,Protestant,Non-Traditional,"100,00 - 150,000",Bachelors,0,0,Unknown,Unknown,Unknown,s15,0,8,Democratic,N,N
Y,N,Y,Y,Y,N,Y,Y,N,N,Y,Y,N,N,Y,Y,2,Mixed Gender Household,Republican,M,61,European,Protestant,Non-Traditional,"100,00 - 150,000",Unknown,0,0,Unknown,Unknown,Unknown,s15,0,10,Republican,N,N
Y,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,Y,N,3,Mixed Gender Household,Democratic,F,70,European,Protestant,Unknown,"<50,000",Bachelors,0,1,Unknown,Yes,Unknown,s15,0,5,Democratic,N,Y
Y,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,Y,Y,2,Mixed Gender Household,Democratic & Republican,M,71,European,Unknown,Non-Traditional,"150,000 - 200,000",Bachelors,0,1,Unknown,Unknown,Unknown,s15,0,6,Democratic,N,N
Y,N,Y,N,Y,N,N,N,N,N,Y,N,N,N,N,N,1,Female Only Household,Democratic,F,61,European,Catholic,Unknown,"<50,000",Bachelors,0,1,Unknown,Yes,Unknown,s15,0,4,Democratic,N,N
Y,N,Y,Y,N,N,N,N,N,N,Y,N,N,N,N,N,2,Mixed Gender Household,Democratic,F,39,Hispanic and Portuguese,Unknown,Non-Traditional,">200,000",Some_College,0,0,Unknown,Unknown,Unknown,s15,0,4,Democratic,Y,Y
Y,N,N,Y,Y,N,N,Y,N,N,Y,N,Y,N,Y,Y,2,Mixed Gender Household,Democratic,M,62,European,Protestant,Unknown,"<50,000",Graduate,0,1,Unknown,Yes,Unknown,s15,0,8,Democratic,N,Y
Y,N,Y,Y,Y,N,Y,Y,N,N,Y,N,Y,N,Y,Y,2,Mixed Gender Household,Republican,M,47,European,Catholic,Unknown,"<50,000",Graduate,0,1,Unknown,Yes,Unknown,s15,0,10,Republican,N,N
Y,N,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,Y,Y,1,Male Only Household,Republican,M,56,European,Protestant,Unknown,"50,000 - 100,000",Graduate,0,1,Unknown,Yes,Unknown,s15,0,11,Republican,N,Y
Y,N,Y,Y,Y,N,N,N,N,N,Y,N,N,Y,Y,N,2,Mixed Gender Household,Republican,F,63,European,Protestant,Married,">200,000",Bachelors,0,2+,Unknown,Yes,Yes,s15,0,7,Republican,N,Y
Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,1,Female Only Household,Democratic,F,32,Hispanic and Portuguese,Unknown,Unknown,"100,00 - 150,000",Unknown,0,0,Unknown,Unknown,Unknown,s15,0,1,Democratic,N,N
Y,N,Y,Y,Y,N,N,N,N,N,Y,N,Y,N,Y,Y,2,Mixed Gender Household,Democratic,M,58,European,Protestant,Unknown,"100,00 - 150,000",Graduate,0,0,Unknown,Yes,Unknown,s15,0,8,Democratic,N,Y
Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,1,Female Only Household,Republican,F,29,European,Unknown,Unknown,"<50,000",Bachelors,0,0,Unknown,Unknown,Unknown,s15,0,2,Republican,N,Y
Y,N,Y,N,Y,N,N,Y,N,N,Y,Y,Y,N,Y,Y,2,Male Only Household,Republican,M,34,European,Unknown,Unknown,"150,000 - 200,000",Unknown,0,0,Unknown,Unknown,Unknown,s15,0,9,Republican,Y,Y
Y,N,Y,N,Y,N,N,N,N,N,Y,N,N,N,N,N,2,Female Only Household,Democratic,F,58,Hispanic and Portuguese,Catholic,Unknown,"100,00 - 150,000",Bachelors,0,1,Unknown,Yes,Unknown,s15,0,4,Democratic,N,Y
Y,N,Y,Y,Y,N,N,N,N,N,Y,Y,Y,Y,Y,Y,2,Mixed Gender Household,Republican,M,67,European,Protestant,Married,"50,000 - 100,000",Some_College,1,1,Yes,Yes,Yes,s15,0,10,Republican,N,N
Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,1,Male Only Household,Democratic,M,45,Hispanic and Portuguese,Unknown,Unknown,"50,000 - 100,000",Unknown,0,0,Unknown,Unknown,Yes,s15,0,3,Democratic,N,N
Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,1,Male Only Household,Republican,M,61,European,Protestant,Unknown,"150,000 - 200,000",Graduate,1,2+,Unknown,Yes,Unknown,s15,0,13,Republican,N,N
Y,N,N,N,Y,N,N,N,N,N,Y,N,Y,N,Y,N,1,Female Only Household,Democratic,F,70,European,Unknown,Unknown,"100,00 - 150,000",Unknown,0,0,Unknown,Unknown,Unknown,s15,0,5,Democratic,N,Y
Y,N,Y,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,1,Male Only Household,Democratic,M,61,Hispanic and Portuguese,Catholic,Unknown,"50,000 - 100,000",Graduate,1,1,Unknown,Yes,Yes,s15,0,5,Democratic,N,N
Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,1,Male Only Household,Independent,M,58,European,Unknown,Unknown,"100,00 - 150,000",Less_HighSchool,0,0,Unknown,Unknown,Unknown,s15,0,1,Non-Partisan,Y,Y
Y,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,1,Female Only Household,Republican,F,27,European,Protestant,Unknown,"100,00 - 150,000",Bachelors,0,0,Unknown,Unknown,Unknown,s15,0,3,Republican,N,N
Y,N,N,N,Y,N,N,N,N,N,Y,N,N,N,Y,N,1,Male Only Household,Independent,M,33,European,Protestant,Unknown,"50,000 - 100,000",Graduate,0,0,Unknown,Unknown,Unknown,s7,0,4,Non-Partisan,N,N
Y,N,N,Y,N,N,N,N,N,N,Y,N,N,N,Y,N,4+,Mixed Gender Household,Republican,F,64,European,Protestant,Unknown,"50,000 - 100,000",HighSchool,0,0,Unknown,Yes,Yes,s7,0,4,Republican,N,N
Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,2,Mixed Gender Household,Democratic,F,71,European,Protestant,Unknown,"50,000 - 100,000",Some_College,0,0,Unknown,Unknown,Unknown,s15,0,13,Democratic,Y,Y
Y,N,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,Y,2,Mixed Gender Household,Democratic,F,64,European,Protestant,Non-Traditional,"100,00 - 150,000",Some_College,2+,0,Unknown,Unknown,Unknown,s15,0,12,Democratic,N,Y
Y,N,N,N,Y,N,N,N,N,N,Y,N,N,Y,Y,Y,1,Male Only Household,Democratic,M,70,,Unknown,Unknown,"50,000 - 100,000",Graduate,0,0,Unknown,Unknown,Unknown,s15,0,6,Democratic,N,N
Y,N,N,N,Y,N,N,N,N,N,Y,N,N,N,Y,Y,4+,Mixed Gender Household,Democratic & Republican,M,57,European,Protestant,Non-Traditional,"100,00 - 150,000",Graduate,0,0,Unknown,Yes,Unknown,s15,0,5,Republican,N,N
Y,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,1,Male Only Household,Independent,M,61,European,Protestant,Unknown,"50,000 - 100,000",Graduate,0,0,Unknown,Unknown,Unknown,s15,0,3,Non-Partisan,Y,Y
Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,Y,N,1,Male Only Household,Democratic,M,70,European,Protestant,Unknown,"<50,000",Bachelors,0,2+,Unknown,Yes,Unknown,s15,0,5,Democratic,N,N
Y,N,Y,Y,Y,N,Y,N,Y,N,Y,N,Y,Y,Y,Y,1,Male Only Household,Democratic,M,32,European,Protestant,Unknown,"50,000 - 100,000",Graduate,0,0,Unknown,Unknown,Unknown,s15,0,11,Democratic,Y,Y
N,N,N,Y,Y,N,N,N,Y,N,N,N,N,Y,Y,Y,2,Mixed Gender Household,Democratic,M,72,European,Protestant,Married,">200,000",Bachelors,0,1,Yes,Yes,Yes,s15,0,6,Democratic,Y,Y
Y,N,Y,Y,Y,N,Y,Y,N,N,N,Y,Y,Y,Y,Y,1,Male Only Household,Democratic,M,63,European,Unknown,Unknown,"50,000 - 100,000",Unknown,0,0,Unknown,Unknown,Unknown,s15,0,11,Democratic,N,Y
Y,N,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,Y,Y,1,Female Only Household,Republican,F,77,European,Protestant,Unknown,"<50,000",Bachelors,0,0,Unknown,Unknown,Yes,s15,0,11,Republican,N,N
Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,2,Mixed Gender Household,Democratic & Republican,M,35,European,Protestant,Non-Traditional,"50,000 - 100,000",Bachelors,0,0,Unknown,Unknown,Unknown,s15,0,2,Republican,N,Y
Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,1,Male Only Household,Independent,M,50,European,Protestant,Unknown,"100,00 - 150,000",Graduate,0,1,Unknown,Yes,Unknown,s15,0,3,Non-Partisan,N,N
Y,N,Y,Y,Y,N,N,N,N,N,Y,N,N,N,Y,N,1,Male Only Household,Republican,M,55,European,Protestant,Unknown,"<50,000",Some_College,0,0,Unknown,Unknown,Unknown,s15,0,6,Republican,N,N
Y,N,N,Y,Y,N,Y,Y,N,N,N,N,N,N,Y,Y,2,Mixed Gender Household,Republican,M,47,European,Protestant,Married,"50,000 - 100,000",Unknown,0,0,Unknown,Unknown,Unknown,s15,0,7,Republican,N,Y
Y,N,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,Y,N,1,Female Only Household,Republican,F,66,European,Protestant,Unknown,"50,000 - 100,000",Bachelors,0,0,Unknown,Unknown,Yes,s15,0,8,Republican,N,N
Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,2,Male Only Household,Democratic & Republican,M,63,European,Catholic,Unknown,"<50,000",Bachelors,0,0,Unknown,Yes,Unknown,s15,0,2,Democratic,N,N
Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,2,Mixed Gender Household,Democratic & Republican,M,36,European,Unknown,Non-Traditional,"<50,000",Graduate,0,0,Unknown,Unknown,Unknown,s15,0,2,Democratic,N,N
Y,N,Y,Y,Y,N,N,N,N,N,Y,N,N,Y,Y,Y,2,Mixed Gender Household,Democratic & Republican,M,61,European,Protestant,Married,">200,000",Graduate,1,0,Unknown,Yes,Unknown,s15,0,8,Republican,N,Y
Y,N,Y,Y,Y,N,N,Y,N,N,Y,N,N,N,Y,Y,3,Mixed Gender Household,Democratic,F,65,European,Jewish,Married,"<50,000",Graduate,0,1,Unknown,Yes,Unknown,s15,0,8,Democratic,Y,Y
Y,N,Y,N,Y,N,N,N,N,N,Y,N,Y,N,N,N,2,Mixed Gender Household,Republican,F,32,,Unknown,Married,"100,00 - 150,000",Graduate,0,0,Unknown,Unknown,Unknown,s15,0,5,Republican,N,Y
Y,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,2,Mixed Gender Household,Democratic & Republican,M,31,European,Unknown,Non-Traditional,"50,000 - 100,000",Unknown,0,0,Unknown,Unknown,Unknown,s15,0,3,Republican,N,Y
Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,3,Mixed Gender Household,Democratic & Republican,F,85,European,Catholic,Unknown,"50,000 - 100,000",HighSchool,0,1,Unknown,Yes,Yes,s15,0,13,Republican,N,Y
Y,N,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,3,Mixed Gender Household,Democratic,M,66,Hispanic and Portuguese,Catholic,Married,"50,000 - 100,000",Bachelors,0,0,Unknown,Unknown,Unknown,s15,0,12,Democratic,Y,Y
Y,N,Y,N,Y,N,Y,Y,N,N,Y,Y,Y,N,Y,N,2,Mixed Gender Household,Republican,M,61,European,Protestant,Married,"50,000 - 100,000",Unknown,0,0,Unknown,Unknown,Unknown,s15,0,9,Republican,N,Y
Y,N,N,Y,Y,N,N,N,N,N,Y,Y,N,Y,Y,N,2,Mixed Gender Household,Republican,M,63,European,Protestant,Unknown,"50,000 - 100,000",Graduate,0,1,Unknown,Yes,Unknown,s15,0,7,Republican,Y,Y
Y,N,Y,Y,Y,N,N,Y,N,N,Y,Y,Y,Y,Y,Y,2,Mixed Gender Household,Republican,M,57,European,Protestant,Married,"<50,000",Graduate,0,0,Unknown,Unknown,Unknown,s15,0,11,Republican,Y,Y
Y,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,1,Female Only Household,Independent,F,48,European,Protestant,Unknown,"100,00 - 150,000",Some_College,0,0,Unknown,Unknown,Unknown,s15,0,3,Non-Partisan,N,Y
